athens, greece, baghdad, iraq, ['ss_8698126']
tasteful, distasteful, clear, unclear, ['ss_428404']
tasteful, distasteful, comfortable, uncomfortable, ['ss_479783']
tasteful, distasteful, competitive, uncompetitive, ['ss_512941']
tasteful, distasteful, consistent, inconsistent, ['ss_577782']
tasteful, distasteful, convincing, unconvincing, ['ss_725274']
tasteful, distasteful, convenient, inconvenient, ['ss_1475282']
tasteful, distasteful, decided, undecided, ['unable']
tasteful, distasteful, efficient, inefficient, ['ss_933154']
tasteful, distasteful, ethical, unethical, ['ss_2034828']
tasteful, distasteful, fortunate, unfortunate, ['ss_2523275']
tasteful, distasteful, honest, dishonest, ['ss_1222722']
tasteful, distasteful, impressive, unimpressive, ['ss_1560513']
tasteful, distasteful, informative, uninformative, ['ss_1304570']
tasteful, distasteful, informed, uninformed, ['ss_872886']
tasteful, distasteful, known, unknown, ['ss_608502']
tasteful, distasteful, likely, unlikely, ['ss_1413501']
tasteful, distasteful, logical, illogical, ['ss_1430716']
tasteful, distasteful, pleasant, unpleasant, ['ss_2523275']
tasteful, distasteful, possible, impossible, ['ss_44608']
tasteful, distasteful, possibly, impossibly, ['ss_300496']
tasteful, distasteful, productive, unproductive, ['ss_2059381']
tasteful, distasteful, rational, irrational, ['ss_2929901']
tasteful, distasteful, reasonable, unreasonable, ['ss_1944492']
tasteful, distasteful, responsible, irresponsible, ['ss_1997583']
tasteful, distasteful, sure, unsure, ['to_see']
bad, worse, big, bigger, ['the_season']
bad, worse, bright, brighter, ['ss_284930']
bad, worse, cheap, cheaper, ['cheaper']
bad, worse, cold, colder, ['ss_232068']
bad, worse, cool, cooler, ['ss_370412']
bad, worse, deep, deeper, ['ss_29985']
bad, worse, easy, easier, ['easier']
bad, worse, fast, faster, ['at_night']
bad, worse, good, better, ['ss_232068']
bad, worse, great, greater, ['the_war']
bad, worse, hard, harder, ['harder']
bad, worse, heavy, heavier, ['ss_1191227']
bad, worse, high, higher, ['higher']
bad, worse, hot, hotter, ['ss_232068']
bad, worse, large, larger, ['a_large']
bad, worse, long, longer, ['many_times']
bad, worse, loud, louder, ['shutting']
bad, worse, low, lower, ['ss_1215421']
bad, worse, new, newer, ['ss_40365']
bad, worse, old, older, ['ss_1640356']
bad, worse, quick, quicker, ['easier']
bad, worse, safe, safer, ['ss_232068']
bad, worse, sharp, sharper, ['ss_1577973']
bad, worse, short, shorter, ['a_short']
bad, worse, simple, simpler, ['more_complex']
bad, worse, slow, slower, ['ss_232068']
bad, worse, small, smaller, ['smaller']
bad, worse, smart, smarter, ['ss_438909']
bad, worse, strong, stronger, ['even_more']
bad, worse, tall, taller, ['at_night']
bad, worse, tight, tighter, ['ss_2087956']
bad, worse, tough, tougher, ['ss_232068']
bad, worse, warm, warmer, ['ss_2531919']
bad, worse, weak, weaker, ['militarily']
bad, worse, wide, wider, ['a_wide']
bad, worse, young, younger, ['educated']
big, bigger, bright, brighter, ['ss_284930']
big, bigger, cheap, cheaper, ['ss_934199']
big, bigger, cold, colder, ['more_efficient']
big, bigger, cool, cooler, ['ss_2531775']
big, bigger, deep, deeper, ['ss_690058']
big, bigger, easy, easier, ['ss_2407603']
big, bigger, fast, faster, ['ss_982065']
big, bigger, good, better, ['ss_231761']
big, bigger, great, greater, ['ss_1395330']
big, bigger, hard, harder, ['ss_744916']
big, bigger, heavy, heavier, ['more_efficient']
big, bigger, high, higher, ['higher']
big, bigger, hot, hotter, ['more_efficient']
big, bigger, large, larger, ['larger']
big, bigger, long, longer, ['more_complicated']
big, bigger, loud, louder, ['more_efficient']
big, bigger, low, lower, ['higher']
big, bigger, new, newer, ['pos_RBR']
big, bigger, old, older, ['ss_1640356']
big, bigger, quick, quicker, ['more_efficient']
big, bigger, safe, safer, ['ss_2061307']
big, bigger, sharp, sharper, ['rise_in_the']
big, bigger, short, shorter, ['ss_1444230']
big, bigger, simple, simpler, ['more_efficient']
big, bigger, slow, slower, ['ss_983722']
big, bigger, small, smaller, ['smaller']
big, bigger, smart, smarter, ['ss_439252']
big, bigger, strong, stronger, ['stronger']
big, bigger, tall, taller, ['ss_2385492']
big, bigger, tight, tighter, ['ss_2087956']
big, bigger, tough, tougher, ['ss_2446551']
big, bigger, warm, warmer, ['ss_2531919']
big, bigger, weak, weaker, ['stronger']
big, bigger, wide, wider, ['wider']
big, bigger, young, younger, ['ss_1646941']
big, bigger, bad, worse, ['ss_1150475']
bright, brighter, cheap, cheaper, ['cheaper']
bright, brighter, cold, colder, ['the_winter']
bright, brighter, cool, cooler, ['cooler']
bright, brighter, deep, deeper, ['parking']
bright, brighter, easy, easier, ['easier']
bright, brighter, fast, faster, ['ss_983573']
bright, brighter, good, better, ['ss_230335']
bright, brighter, great, greater, ['half']
bright, brighter, hard, harder, ['ss_2286507']
bright, brighter, heavy, heavier, ['ss_1193373']
bright, brighter, high, higher, ['higher']
bright, brighter, hot, hotter, ['ss_1256332']
bright, brighter, large, larger, ['larger']
bright, brighter, long, longer, ['doubled']
bright, brighter, loud, louder, ['faster_than_the']
bright, brighter, low, lower, ['higher']
bright, brighter, new, newer, ['the_new']
bright, brighter, old, older, ['ss_1646278']
bright, brighter, quick, quicker, ['quicker']
bright, brighter, safe, safer, ['ss_2057829']
bright, brighter, sharp, sharper, ['decrease']
bright, brighter, short, shorter, ['ss_1444230']
bright, brighter, simple, simpler, ['ss_2169081']
bright, brighter, slow, slower, ['ss_983722']
bright, brighter, small, smaller, ['larger']
bright, brighter, smart, smarter, ['ss_439252']
bright, brighter, strong, stronger, ['ss_1395330']
bright, brighter, tall, taller, ['ss_2385851']
bright, brighter, tight, tighter, ['ss_1398865']
bright, brighter, tough, tougher, ['sweeter']
bright, brighter, warm, warmer, ['ss_2531919']
bright, brighter, weak, weaker, ['ss_2324781']
bright, brighter, wide, wider, ['ss_2563194']
bright, brighter, young, younger, ['ss_9619168']
bright, brighter, bad, worse, ['ss_1150475']
bright, brighter, big, bigger, ['lane']
cheap, cheaper, cold, colder, ['ss_2531919']
cheap, cheaper, cool, cooler, ['ss_2531422']
cheap, cheaper, deep, deeper, ['ss_540235']
cheap, cheaper, easy, easier, ['easier']
cheap, cheaper, fast, faster, ['ss_983573']
cheap, cheaper, good, better, ['ss_231963']
cheap, cheaper, great, greater, ['pos_DT']
cheap, cheaper, hard, harder, ['harder']
cheap, cheaper, heavy, heavier, ['ss_1193373']
cheap, cheaper, high, higher, ['higher']
cheap, cheaper, hot, hotter, ['ss_1256332']
cheap, cheaper, large, larger, ['larger']
cheap, cheaper, long, longer, ['ss_166318']
cheap, cheaper, loud, louder, ['ss_1452593']
cheap, cheaper, low, lower, ['ss_1215935']
cheap, cheaper, new, newer, ['the_new']
cheap, cheaper, old, older, ['ss_1639230']
cheap, cheaper, quick, quicker, ['easier']
cheap, cheaper, safe, safer, ['safer']
cheap, cheaper, sharp, sharper, ['ss_1577973']
cheap, cheaper, short, shorter, ['shorter']
cheap, cheaper, simple, simpler, ['ss_2168248']
cheap, cheaper, slow, slower, ['ss_983722']
cheap, cheaper, small, smaller, ['smaller']
cheap, cheaper, smart, smarter, ['ss_439252']
cheap, cheaper, strong, stronger, ['stronger']
cheap, cheaper, tall, taller, ['ss_2385851']
cheap, cheaper, tight, tighter, ['ss_1399096']
cheap, cheaper, tough, tougher, ['ss_829496']
cheap, cheaper, warm, warmer, ['ss_2531919']
cheap, cheaper, weak, weaker, ['ss_2324781']
cheap, cheaper, wide, wider, ['ss_2560548']
cheap, cheaper, young, younger, ['ss_1647675']
cheap, cheaper, bad, worse, ['stronger']
cheap, cheaper, big, bigger, ['smaller']
cheap, cheaper, bright, brighter, ['ss_284930']
cold, colder, cool, cooler, ['ss_2531775']
cold, colder, deep, deeper, ['ss_1191448']
cold, colder, easy, easier, ['ss_2407603']
cold, colder, fast, faster, ['than_other']
cold, colder, good, better, ['ss_231963']
cold, colder, great, greater, ['sway']
cold, colder, hard, harder, ['ss_836277']
cold, colder, heavy, heavier, ['ss_1191448']
cold, colder, high, higher, ['higher']
cold, colder, hot, hotter, ['warmer']
cold, colder, large, larger, ['larger']
cold, colder, long, longer, ['warmer']
cold, colder, loud, louder, ['ss_1919931']
cold, colder, low, lower, ['ss_1215663']
cold, colder, new, newer, ['ss_2584817']
cold, colder, old, older, ['ss_668571']
cold, colder, quick, quicker, ['quicker']
cold, colder, safe, safer, ['safer']
cold, colder, sharp, sharper, ['ss_1577973']
cold, colder, short, shorter, ['ss_1978003']
cold, colder, simple, simpler, ['simpler']
cold, colder, slow, slower, ['slower']
cold, colder, small, smaller, ['smaller']
cold, colder, smart, smarter, ['ss_439252']
cold, colder, strong, stronger, ['ss_2324781']
cold, colder, tall, taller, ['ss_2385726']
cold, colder, tight, tighter, ['ss_1398199']
cold, colder, tough, tougher, ['drier']
cold, colder, warm, warmer, ['warmer']
cold, colder, weak, weaker, ['ss_2325097']
cold, colder, wide, wider, ['a_wide']
cold, colder, young, younger, ['ss_2100709']
cold, colder, bad, worse, ['than_he']
cold, colder, big, bigger, ['ss_1191448']
cold, colder, bright, brighter, ['ss_284930']
cold, colder, cheap, cheaper, ['cheaper']
cool, cooler, deep, deeper, ['ss_994882']
cool, cooler, easy, easier, ['ss_2407603']
cool, cooler, fast, faster, ['ss_982275']
cool, cooler, good, better, ['ss_1395330']
cool, cooler, great, greater, ['ss_9762821']
cool, cooler, hard, harder, ['ss_2286294']
cool, cooler, heavy, heavier, ['ss_1193373']
cool, cooler, high, higher, ['ss_1213197']
cool, cooler, hot, hotter, ['warmer']
cool, cooler, large, larger, ['smaller']
cool, cooler, long, longer, ['shorter']
cool, cooler, loud, louder, ['ss_1919931']
cool, cooler, low, lower, ['ss_1216145']
cool, cooler, new, newer, ['ss_2584699']
cool, cooler, old, older, ['ss_1640356']
cool, cooler, quick, quicker, ['demanding']
cool, cooler, safe, safer, ['ss_2057829']
cool, cooler, sharp, sharper, ['ss_1577973']
cool, cooler, short, shorter, ['ss_1444230']
cool, cooler, simple, simpler, ['simpler']
cool, cooler, slow, slower, ['ss_983722']
cool, cooler, small, smaller, ['smaller']
cool, cooler, smart, smarter, ['ss_439252']
cool, cooler, strong, stronger, ['ss_1824563']
cool, cooler, tall, taller, ['ss_2385492']
cool, cooler, tight, tighter, ['ss_1399235']
cool, cooler, tough, tougher, ['ss_829496']
cool, cooler, warm, warmer, ['ss_2531919']
cool, cooler, weak, weaker, ['ss_2325304']
cool, cooler, wide, wider, ['ss_2563194']
cool, cooler, young, younger, ['ss_2100709']
cool, cooler, bad, worse, ['ss_1150475']
cool, cooler, big, bigger, ['smaller']
cool, cooler, bright, brighter, ['ss_284930']
cool, cooler, cheap, cheaper, ['ss_935359']
cool, cooler, cold, colder, ['warmer']
deep, deeper, easy, easier, ['ss_2407603']
deep, deeper, fast, faster, ['ss_982275']
deep, deeper, good, better, ['ss_231963']
deep, deeper, great, greater, ['room_for']
deep, deeper, hard, harder, ['ss_2286507']
deep, deeper, heavy, heavier, ['ss_1193373']
deep, deeper, high, higher, ['ss_1215028']
deep, deeper, hot, hotter, ['ss_1247240']
deep, deeper, large, larger, ['larger']
deep, deeper, long, longer, ['ss_1444022']
deep, deeper, loud, louder, ['ss_1452593']
deep, deeper, low, lower, ['ss_1215663']
deep, deeper, new, newer, ['ss_1640850']
deep, deeper, old, older, ['ss_1639891']
deep, deeper, quick, quicker, ['more_serious']
deep, deeper, safe, safer, ['safer']
deep, deeper, sharp, sharper, ['ss_802514']
deep, deeper, short, shorter, ['ss_1444230']
deep, deeper, simple, simpler, ['simpler']
deep, deeper, slow, slower, ['ss_983722']
deep, deeper, small, smaller, ['smaller']
deep, deeper, smart, smarter, ['ss_439252']
deep, deeper, strong, stronger, ['ss_1824563']
deep, deeper, tall, taller, ['ss_2385492']
deep, deeper, tight, tighter, ['ss_1399235']
deep, deeper, tough, tougher, ['ss_2446239']
deep, deeper, warm, warmer, ['ss_2531919']
deep, deeper, weak, weaker, ['ss_2325097']
deep, deeper, wide, wider, ['ss_2561391']
deep, deeper, young, younger, ['ss_1649031']
deep, deeper, bad, worse, ['ss_1150475']
deep, deeper, big, bigger, ['ss_1586866']
deep, deeper, bright, brighter, ['ss_284930']
deep, deeper, cheap, cheaper, ['ss_934738']
deep, deeper, cold, colder, ['ss_1251128']
deep, deeper, cool, cooler, ['ss_2531422']
easy, easier, fast, faster, ['ss_982065']
easy, easier, good, better, ['ss_231963']
easy, easier, great, greater, ['britain']
easy, easier, hard, harder, ['ss_2286294']
easy, easier, heavy, heavier, ['ss_1193373']
easy, easier, high, higher, ['ss_1213197']
easy, easier, hot, hotter, ['ss_1257330']
easy, easier, large, larger, ['ss_1382086']
easy, easier, long, longer, ['ss_1444022']
easy, easier, loud, louder, ['ss_1452593']
easy, easier, low, lower, ['ss_1215797']
easy, easier, new, newer, ['ss_2584699']
easy, easier, old, older, ['ss_1640356']
easy, easier, quick, quicker, ['costly']
easy, easier, safe, safer, ['ss_2061307']
easy, easier, sharp, sharper, ['ss_1577973']
easy, easier, short, shorter, ['ss_1444230']
easy, easier, simple, simpler, ['ss_2166346']
easy, easier, slow, slower, ['ss_983722']
easy, easier, small, smaller, ['ss_1394400']
easy, easier, smart, smarter, ['ss_439252']
easy, easier, strong, stronger, ['ss_1824563']
easy, easier, tall, taller, ['ss_2386125']
easy, easier, tight, tighter, ['ss_1398772']
easy, easier, tough, tougher, ['ss_829496']
easy, easier, warm, warmer, ['ss_2531919']
