athens, greece, baghdad, iraq, ['ss_8698126', 'russia', 'ss_8914193', 'ss_8782319', 'egypt']
tight, tighter, bright, brighter, ['ss_284930', 'gendered', 'darker', 'pungent', 'ss_1073822']
tight, tighter, cheap, cheaper, ['ss_2899112', 'ss_935359', 'more_accurate', 'money_as', 'ss_934874']
tight, tighter, cold, colder, ['ss_1073822', 'salty', 'ss_1251128', 'ss_2529945', 'ss_1074062']
tight, tighter, cool, cooler, ['ss_2531775', 'ss_2531422', 'enjoyed_by', 'modal', 'warmer']
tight, tighter, deep, deeper, ['ss_690058', 'ss_994882', 'ss_690683', 'ss_691497', 'ss_691022']
tight, tighter, easy, easier, ['ss_2407603', 'easier', 'ss_822115', 'more_difficult', 'ss_479330']
tight, tighter, fast, faster, ['ss_2899112', 'as_possible', 'salty', 'attention_as', 'factual']
tight, tighter, good, better, ['bad', 'ss_1743217', 'ss_1150475', 'ss_1548193', 'ss_2034828']
tight, tighter, great, greater, ['ss_1554412', 'ss_1553925', 'ss_624416', 'ss_625055', 'ss_624026']
tight, tighter, hard, harder, ['ss_2286294', 'ss_2286507', 'disk_space', 'ss_836277', 'ss_710260']
tight, tighter, heavy, heavier, ['ss_1193373', 'ss_1191227', 'excessive', 'fines', 'borrowing']
tight, tighter, high, higher, ['ss_1213721', 'ss_1213550', 'ss_1215263', 'ss_1213197', 'ss_1213786']
tight, tighter, hot, hotter, ['ss_1725712', 'ss_1257330', 'ss_1256865', 'ss_1257501', 'ss_1256735']
tight, tighter, large, larger, ['ss_1391351', 'ss_1394400', 'ss_1393311', 'ss_1394316', 'ss_1392071']
tight, tighter, long, longer, ['distances_and', 'periods_of_time', 'ss_2899112', 'stability_and', 'ss_7505871']
tight, tighter, loud, louder, ['arousing', 'fanfare', 'money_as', 'ss_1453719', 'ss_1453809']
tight, tighter, low, lower, ['processing_power', 'ph', 'stability_and', 'reflectivity', 'ss_1216317']
tight, tighter, new, newer, ['ss_2584699', 'ss_2584817', 'constitution', 'the_new', 'totalitarian']
tight, tighter, old, older, ['ss_1640356', 'ss_1640618', 'ss_1640482', 'ss_1639973', 'ss_1638962']
tight, tighter, quick, quicker, ['favorable', 'ss_995119', 'generous', 'ss_177186', 'ss_995365']
tight, tighter, safe, safer, ['ss_2061307', 'safer', 'favorable', 'ss_2058148', 'ss_2095670']
tight, tighter, sharp, sharper, ['drastic', 'ss_803432', 'ss_803846', 'ss_803275', 'ss_803751']
tight, tighter, short, shorter, ['ss_1444230', 'ss_2899112', 'period_of_time', 'periods_of_time', 'money_as']
tight, tighter, simple, simpler, ['ss_2174896', 'ss_2168991', 'ss_2167513', 'ss_2167405', 'ss_2169844']
tight, tighter, slow, slower, ['quicker', 'ss_983722', 'stability_and', 'ss_983196', 'ss_983401']
tight, tighter, small, smaller, ['ss_1391351', 'ss_1394316', 'ss_1394400', 'ss_1393311', 'ss_1392249']
tight, tighter, smart, smarter, ['ss_439252', 'ss_438909', 'ss_439431', 'incentives_to', 'inequalities']
tight, tighter, strong, stronger, ['ss_1824563', 'ss_1824653', 'ss_1824244', 'ss_1820338', 'immunity']
tight, tighter, tall, taller, ['whether_it_was', 'ss_2899112', 'ss_2386002', 'ss_2386545', 'ss_2386125']
tough, tougher, warm, warmer, ['ss_2531919', 'ss_2532114', 'large_amounts_of', 'cooler', 'water_and']
tough, tougher, weak, weaker, ['ss_2326621', 'ss_2326482', 'ss_2325642', 'ss_2324781', 'ss_2326342']
tough, tougher, wide, wider, ['ss_2560548', 'range', 'a_wide', 'ss_2561123', 'ss_2561014']
tough, tougher, young, younger, ['ss_1646941', 'ss_1647675', 'ss_1648491', 'ss_1647601', 'ss_1648189']
tough, tougher, bad, worse, ['misleading', 'ss_555325', 'quantity_of', 'sharper', 'popular_support']
tough, tougher, big, bigger, ['blu-ray', 'sega', 'kangaroo', 'the_album', 'blur']
tough, tougher, bright, brighter, ['ss_284930', 'light_as', 'plentiful', 'darker', 'lengths']
tough, tougher, cheap, cheaper, ['ss_934199', 'more_accurate', 'ss_935359', 'ss_934554', 'ss_934966']
tough, tougher, cold, colder, ['ss_1251128', 'ss_2529945', 'ss_1251958', 'ss_1252399', 'ss_1252151']
tough, tougher, cool, cooler, ['cooler', 'ss_2531775', 'ss_2531422', 'slower_than', 'fares']
tough, tougher, deep, deeper, ['cut', 'sugar_in', 'respect_for_the', 'paid', 'splitting']
tough, tougher, easy, easier, ['easier', 'ss_2407603', 'ss_822115', 'more_difficult', 'easier_to']
tough, tougher, fast, faster, ['releasing_the', 'ss_680346', 'demand', 'ss_983573', 'ss_6683784']
tough, tougher, good, better, ['ss_231963', 'ss_231761', 'ss_230335', 'paid', 'misleading']
tough, tougher, great, greater, ['ss_8860123', 'paid', 'britain', 'apokaukos', 'ss_1554412']
tough, tougher, hard, harder, ['ss_2286507', 'ss_2286294', 'ss_4262678', 'harder', 'pay']
tough, tougher, heavy, heavier, ['ss_1193373', 'ss_1188762', 'ss_1189109', 'ss_1189853', 'ss_1190168']
tough, tougher, high, higher, ['ss_1214842', 'ss_1214606', 'ss_1213197', 'ss_1215028', 'ss_1213786']
tough, tougher, hot, hotter, ['ss_1256332', 'ss_1257330', 'ss_1256865', 'ss_1256973', 'ss_1257501']
tough, tougher, large, larger, ['amounts_of', 'amounts', 'ss_1382086', 'ss_1387319', 'ss_1389170']
tough, tougher, long, longer, ['distances', 'ss_101201', 'far', 'advertised', 'telomeres']
tough, tougher, loud, louder, ['ss_1452593', 'silt', 'bribes_to', 'down_on_the', 'ss_1453381']
tough, tougher, low, lower, ['ss_1216317', 'ss_1215797', 'ss_1215663', 'ss_1215935', 'ss_1216145']
tough, tougher, new, newer, ['album', 'ss_2695079', 'the_album', 'the_band', 'ss_2870092']
tough, tougher, old, older, ['taller', 'ss_12888016', 'the_average', 'oxford_english', 'ss_11688958']
tough, tougher, quick, quicker, ['tribute_to_the', 'paying', 'drastic', 'quicker', 'more_detailed']
tough, tougher, safe, safer, ['ss_2057829', 'ss_2058529', 'ss_2058379', 'ss_2058148', 'ss_2058656']
tough, tougher, sharp, sharper, ['ss_1577973', 'drastic', 'rise_in_the', 'steep', 'contrast_with_the']
tough, tougher, short, shorter, ['ss_1444230', 'ss_1978003', 'ss_2006031', 'wheelbase', 'story']
tough, tougher, simple, simpler, ['ss_2167628', 'ss_2167513', 'ss_2168248', 'ss_2169081', 'ss_2169940']
tough, tougher, slow, slower, ['ss_983722', 'misleading', 'quicker', 'more_efficient', 'cut']
tough, tougher, small, smaller, ['smaller', 'amounts', 'amounts_of', 'ss_1391351', 'ss_1394558']
tough, tougher, smart, smarter, ['ss_439252', 'ss_439431', 'ss_438909', 'judy', 'punch']
tough, tougher, strong, stronger, ['emphasis_on_the', 'ss_1824653', 'ss_1824563', 'ss_1824244', 'praise_for']
tough, tougher, tall, taller, ['taller', 'inches', 'shorter_and', 'ss_2385726', 'ss_2385492']
tough, tougher, tight, tighter, ['ss_1398528', 'ss_1398865', 'ss_1399235', 'ss_1399096', 'ss_1398648']
warm, warmer, weak, weaker, ['ss_2325097', 'ss_2448166', 'ss_2325304', 'ss_2325816', 'ss_2325484']
warm, warmer, wide, wider, ['ss_2560548', 'ss_2561391', 'ss_2561014', 'ss_2561490', 'ss_2561302']
warm, warmer, young, younger, ['ss_2100709', 'ss_1649031', 'ss_1649651', 'ss_1649720', 'ss_1649561']
warm, warmer, bad, worse, ['ss_2323358', 'ss_2321809', 'ss_2321702', 'ss_2323521', 'ss_2322885']
warm, warmer, big, bigger, ['smaller', 'bigger', 'the_big', 'larger', 'ten']
warm, warmer, bright, brighter, ['ss_284930', 'ss_730470', 'brighter', 'ss_853776', 'darker']
warm, warmer, cheap, cheaper, ['cheaper', 'than_other', 'ss_935359', 'ss_934738', 'ss_934966']
warm, warmer, cold, colder, ['colder', 'ss_1257612', 'ss_1257990', 'ss_1258264', 'ss_1727439']
warm, warmer, cool, cooler, ['colder', 'cooler', 'ss_2531422', 'ss_2531775', 'ss_1257612']
warm, warmer, deep, deeper, ['ss_994882', 'ss_691141', 'ss_691022', 'ss_690892', 'ss_691497']
warm, warmer, easy, easier, ['ss_2407603', 'ss_822115', 'easier', 'ss_479330', 'more_difficult']
warm, warmer, fast, faster, ['ss_982430', 'ss_982518', 'ss_983573', 'ss_982275', 'ss_982065']
warm, warmer, good, better, ['ss_1395330', 'ss_1555416', 'ss_1554510', 'ss_231761', 'ss_231963']
warm, warmer, great, greater, ['ss_1555133', 'ss_1553629', 'ss_1395330', 'ss_1555416', 'ss_1554412']
warm, warmer, hard, harder, ['ss_2286294', 'ss_2286507', 'ss_1555133', 'ss_1204557', 'ss_1554510']
warm, warmer, heavy, heavier, ['ss_1193373', 'ss_1191227', 'fewer', 'ss_1556913', 'losses']
warm, warmer, high, higher, ['higher', 'ss_1215028', 'ss_1215263', 'ss_1215136', 'ss_1214842']
warm, warmer, hot, hotter, ['ss_1257612', 'colder', 'cooler', 'ss_1258264', 'ss_1257990']
warm, warmer, large, larger, ['smaller', 'ss_1382086', 'larger', 'ss_1389634', 'ss_1383756']
warm, warmer, long, longer, ['ss_1434841', 'ss_1433493', 'ss_1434717', 'ss_1435060', 'ss_1434966']
warm, warmer, loud, louder, ['ss_1452593', 'ss_1458941', 'ss_1459058', 'ss_1458736', 'ss_1919931']
warm, warmer, low, lower, ['ss_1215663', 'ss_1216145', 'ss_1216317', 'ss_1215797', 'ss_1215935']
warm, warmer, new, newer, ['ss_1556355', 'ss_2070188', 'ss_1555133', 'than_one', 'ss_2584817']
warm, warmer, old, older, ['ss_668571', 'ss_1638438', 'older', 'ss_1639973', 'ss_1640356']
warm, warmer, quick, quicker, ['costly', 'drastic', 'demanding', 'more_serious', 'ss_2123314']
warm, warmer, safe, safer, ['safer', 'ss_2061307', 'more_important', 'ss_2057829', 'ss_2058529']
warm, warmer, sharp, sharper, ['ss_1577973', 'ss_1480492', 'drastic', 'ss_1481014', 'ss_1480684']
warm, warmer, short, shorter, ['ss_1444230', 'shorter', 'ss_1444620', 'ss_1978003', 'ss_2006031']
warm, warmer, simple, simpler, ['smaller', 'ss_2167740', 'ss_2169175', 'ss_2167133', 'ss_2169728']
warm, warmer, slow, slower, ['ss_983722', 'slower', 'ss_983196', 'faster', 'ss_86528']
warm, warmer, small, smaller, ['smaller', 'larger', 'ss_1395095', 'ss_1395229', 'ss_1393311']
warm, warmer, smart, smarter, ['ss_439252', 'ss_438909', 'ss_439431', 'cards_are', 'ss_639998']
warm, warmer, strong, stronger, ['stronger', 'ss_1824244', 'ss_1395330', 'ss_1824653', 'ss_2322248']
warm, warmer, tall, taller, ['ss_2385492', 'ss_2385726', 'ss_2385851', 'ss_2386125', 'ss_2386545']
warm, warmer, tight, tighter, ['ss_1398199', 'ss_1398865', 'ss_1398528', 'ss_1399235', 'ss_1398648']
warm, warmer, tough, tougher, ['ss_829496', 'ss_2445978', 'ss_2445636', 'ss_2446070', 'ss_2446239']
weak, weaker, wide, wider, ['range_of', 'ss_2561014', 'ss_2561302', 'wider', 'ss_2561123']
weak, weaker, young, younger, ['ss_1647675', 'ss_1648491', 'ss_1648698', 'ss_1647601', 'ss_1648189']
weak, weaker, bad, worse, ['ss_1150475', 'ss_1743217', 'stronger', 'slower', 'ss_230335']
weak, weaker, big, bigger, ['bigger', 'thousand', 'boy', 'ten', 'shorter']
weak, weaker, bright, brighter, ['ss_284930', 'brighter', 'shorter', 'ss_730470', 'darker']
weak, weaker, cheap, cheaper, ['cheaper', 'ss_934199', 'ss_935359', 'ss_934554', 'ss_934966']
weak, weaker, cold, colder, ['ss_1251128', 'ss_1251958', 'ss_2529945', 'ss_1252151', 'ss_1251830']
weak, weaker, cool, cooler, ['ss_2531775', 'ss_2531422', 'cooler', 'hotter', 'ss_2531919']
weak, weaker, deep, deeper, ['deeper', 'ss_690058', 'ss_690683', 'ss_691497', 'ss_690892']
weak, weaker, easy, easier, ['ss_2407603', 'easier', 'ss_822115', 'cheaper', 'ss_479330']
weak, weaker, fast, faster, ['ss_982275', 'ss_982170', 'ss_982357', 'ss_982430', 'ss_982518']
weak, weaker, good, better, ['ss_230335', 'ss_1612053', 'ss_1993140', 'ss_1124574', 'ss_1125006']
weak, weaker, great, greater, ['ss_5086740', 'ss_15113229', 'ss_15205532', 'ss_9762821', 'the_great']
weak, weaker, hard, harder, ['ss_2286507', 'ss_2286294', 'harder', 'ss_1157762', 'ss_2236842']
weak, weaker, heavy, heavier, ['ss_1191227', 'ss_1193373', 'heavier', 'ss_1191618', 'ss_1191780']
weak, weaker, high, higher, ['higher', 'ss_1214842', 'ss_1213197', 'ss_1215136', 'ss_1215028']
weak, weaker, hot, hotter, ['ss_1257330', 'ss_1256973', 'ss_1256865', 'ss_1257501', 'ss_1256735']
weak, weaker, large, larger, ['larger', 'smaller', 'ss_1382086', 'ss_1384081', 'ss_1387149']
weak, weaker, long, longer, ['ss_1437963', 'shorter', 'ss_1433493', 'ss_166318', 'ss_1435399']
weak, weaker, loud, louder, ['ss_1452593', 'ss_1459058', 'ss_1458736', 'ss_1458941', 'slower']
weak, weaker, low, lower, ['slower', 'higher', 'ss_1215797', 'ss_2340213', 'ss_1216317']
weak, weaker, new, newer, ['ss_2584699', 'ss_2584817', 'ss_1640850', 'the_new', 'ss_1642081']
weak, weaker, old, older, ['ss_1640356', 'ss_1640618', 'ss_1639230', 'ss_1638962', 'ss_1640482']
weak, weaker, quick, quicker, ['slower', 'simpler', 'more_accurate', 'ss_983722', 'faster']
weak, weaker, safe, safer, ['ss_2061307', 'safer', 'ss_2057829', 'ss_2058529', 'ss_2058148']
weak, weaker, sharp, sharper, ['ss_1577973', 'narrower', 'shorter', 'more_general', 'ss_802397']
weak, weaker, short, shorter, ['ss_1444230', 'ss_1444620', 'shorter', 'ss_1978003', 'ss_2006031']
weak, weaker, simple, simpler, ['simpler', 'ss_2168248', 'ss_2169267', 'ss_2168549', 'ss_2167628']
weak, weaker, slow, slower, ['slower', 'ss_983722', 'faster', 'ss_86528', 'ss_983401']
weak, weaker, small, smaller, ['smaller', 'larger', 'ss_1391351', 'ss_1394558', 'ss_1393311']
weak, weaker, smart, smarter, ['ss_439252', 'ss_438909', 'ss_439431', 'cards_are', 'taller']
weak, weaker, strong, stronger, ['stronger', 'ss_1824653', 'ss_1824563', 'ss_1824244', 'ss_2322391']
weak, weaker, tall, taller, ['ss_2386002', 'ss_2386125', 'ss_2385851', 'ss_2385492', 'ss_2386545']
weak, weaker, tight, tighter, ['ss_1399235', 'ss_2087956', 'ss_1399096', 'ss_1398648', 'ss_1398865']
weak, weaker, tough, tougher, ['ss_829496', 'ss_2445636', 'ss_2446239', 'ss_2446380', 'ss_2446551']
weak, weaker, warm, warmer, ['ss_2531919', 'ss_2532114', 'warmer', 'hotter', 'cooler']
wide, wider, young, younger, ['ss_1646941', 'ss_1648491', 'ss_1649271', 'ss_1647675', 'ss_1648698']
wide, wider, bad, worse, ['ss_1150475', 'ss_1743217', 'stronger', 'weaker', 'taste']
wide, wider, big, bigger, ['kantele', 'larger', 'sontaran', 'section_of', 'bigger']
wide, wider, bright, brighter, ['ss_284930', 'stronger', 'weaker', 'massive', 'ss_2577454']
wide, wider, cheap, cheaper, ['ss_934199', 'ss_934554', 'ss_935359', 'ss_934966', 'ss_935259']
wide, wider, cold, colder, ['ss_1252399', 'ss_1251958', 'ss_1253661', 'ss_1254165', 'ss_1251830']
wide, wider, cool, cooler, ['ss_2531422', 'ss_2531775', 'ss_2531919', 'ss_2532114', 'ss_87152']
wide, wider, deep, deeper, ['ss_690058', 'ss_690683', 'ss_691497', 'ss_690892', 'ss_994882']
wide, wider, easy, easier, ['ss_2407603', 'ss_822115', 'ss_479330', 'easier', 'more_difficult']
wide, wider, fast, faster, ['ss_982357', 'ss_982065', 'ss_982275', 'ss_982170', 'ss_982518']
wide, wider, good, better, ['bad', 'ss_231963', 'ss_1743217', 'ss_231761', 'ss_1150475']
wide, wider, great, greater, ['ss_9762821', 'awakening', 'ss_242808', 'ss_2577061', 'ss_10145081']
wide, wider, hard, harder, ['ss_2286507', 'ss_2286294', 'ss_1157762', 'ss_1156750', 'ss_1156505']
wide, wider, heavy, heavier, ['ss_1193373', 'ss_1191227', 'ss_13566212', 'cooling', 'resistance_and']
wide, wider, high, higher, ['ss_1215136', 'ss_1215028', 'ss_1213961', 'ss_1214255', 'ss_1214606']
wide, wider, hot, hotter, ['ss_1247240', 'ss_2529264', 'ss_1257330', 'ss_1256973', 'ss_1256865']
wide, wider, large, larger, ['larger', 'ss_1393681', 'ss_1393483', 'ss_1393976', 'ss_1392071']
wide, wider, long, longer, ['ss_1553925', 'ss_1554412', 'ss_1444022', 'period_of', 'ss_691022']
wide, wider, loud, louder, ['ss_1459058', 'ss_1458736', 'ss_1458941', 'smoother', 'ss_1452593']
wide, wider, low, lower, ['ss_1216317', 'ss_1215797', 'ss_1215935', 'ss_1215663', 'ss_1216145']
wide, wider, new, newer, ['ss_2584699', 'ss_1642081', 'ss_1641791', 'ss_1641648', 'ss_1642657']
wide, wider, old, older, ['ss_1640356', 'ss_1640618', 'ss_1639230', 'ss_1640482', 'ss_1638962']
wide, wider, quick, quicker, ['ss_1234167', 'ss_1144359', 'change_in_the', 'gradual', 'ss_983722']
wide, wider, safe, safer, ['ss_2061307', 'ss_2057829', 'ss_2058148', 'ss_2058529', 'ss_2058656']
wide, wider, sharp, sharper, ['change_in', 'slight', 'change_in_the', 'ss_1577973', 'ss_803275']
wide, wider, short, shorter, ['ss_1444620', 'ss_1444230', 'broader', 'period_of', 'ss_1444022']
wide, wider, simple, simpler, ['ss_2174896', 'ss_2168248', 'ss_2170199', 'ss_2170957', 'ss_2169081']
wide, wider, slow, slower, ['ss_983722', 'ss_983401', 'ss_983304', 'ss_982881', 'ss_983499']
wide, wider, small, smaller, ['ss_1393681', 'ss_1394558', 'ss_1393483', 'ss_1392071', 'ss_1394400']
wide, wider, smart, smarter, ['ss_439252', 'ss_439431', 'ss_438909', 'cosmopolitan', 'ss_438707']
wide, wider, strong, stronger, ['ss_1824563', 'ss_1824653', 'ss_1824244', 'stronger', 'ss_2324781']
wide, wider, tall, taller, ['ss_2386002', 'ss_2385851', 'ss_2385492', 'ss_2386125', 'ss_2385726']
wide, wider, tight, tighter, ['ss_1399235', 'ss_1399096', 'ss_1398865', 'ss_1398199', 'ss_1398528']
wide, wider, tough, tougher, ['ss_829496', 'ss_2446239', 'ss_2446380', 'ss_2446551', 'ss_2446070']
wide, wider, warm, warmer, ['ss_2531919', 'ss_2532114', 'ss_1247240', 'ss_2529859', 'ss_2529264']
wide, wider, weak, weaker, ['ss_2324781', 'ss_2325642', 'ss_2324944', 'ss_2325097', 'ss_2326482']
young, younger, bad, worse, ['ss_2322157', 'ss_2322391', 'ss_2322248', 'ss_2321809', 'ss_2322704']
young, younger, big, bigger, ['the_big', 'bigger', 'ss_9876701', 'finger', 'ss_10602258']
young, younger, bright, brighter, ['ss_284930', 'shorter', 'distinctive', 'darker', 'distant']
young, younger, cheap, cheaper, ['ss_934199', 'ss_934554', 'ss_935359', 'ss_934874', 'ss_934738']
young, younger, cold, colder, ['ss_2531919', 'ss_2532114', 'ss_1253469', 'ss_1252714', 'ss_1253254']
young, younger, cool, cooler, ['ss_2531422', 'ss_2531775', 'cooler', 'ss_2554940', 'ss_2531919']
young, younger, deep, deeper, ['ss_690058', 'ss_690683', 'ss_994882', 'ss_691497', 'ss_690892']
young, younger, easy, easier, ['ss_2407603', 'ss_822115', 'easier', 'ss_479330', 'cheaper']
young, younger, fast, faster, ['ss_983573', 'ss_982275', 'ss_982518', 'ss_982065', 'ss_981818']
young, younger, good, better, ['ss_231963', 'ss_231761', 'ss_2584981', 'long-term', 'ss_2322157']
young, younger, great, greater, ['ss_9762821', 'the_great', 'barrier', 'ss_10145081', 'lent']
young, younger, hard, harder, ['ss_2286507', 'ss_2286294', 'ss_2554940', 'ss_2236842', 'projection']
young, younger, heavy, heavier, ['ss_1193373', 'ss_1191227', 'ss_1188762', 'ss_1189109', 'ss_1189853']
young, younger, high, higher, ['ss_1214842', 'ss_1215028', 'ss_1215136', 'ss_1215263', 'ss_1214115']
young, younger, hot, hotter, ['ss_1256865', 'ss_1256735', 'ss_1256973', 'ss_1256332', 'ss_1257330']
young, younger, large, larger, ['larger', 'smaller', 'ss_1382086', 'ss_1393681', 'ss_1393483']
young, younger, long, longer, ['shorter', 'duration', 'ss_441881', 'ss_1444022', 'ss_2687916']
young, younger, loud, louder, ['ss_1452593', 'than_its', 'forceful', 'smoother', 'damaging']
young, younger, low, lower, ['ss_1215935', 'ss_1215797', 'ss_1215663', 'ss_1216317', 'ss_1216145']
young, younger, new, newer, ['of_the_new', 'ss_2584817', 'ss_2584699', 'ss_1642657', 'ss_1641460']
young, younger, old, older, ['ss_1638962', 'ss_1640356', 'ss_1068726', 'ss_1639230', 'ss_1640618']
young, younger, quick, quicker, ['deliberate', 'thorough', 'transfer_of', 'ss_1144359', 'ss_1067003']
young, younger, safe, safer, ['ss_2057829', 'ss_2058656', 'ss_2058529', 'ss_2058379', 'ss_2058148']
young, younger, sharp, sharper, ['ss_803751', 'ss_803432', 'ss_803038', 'ss_803846', 'ss_803275']
young, younger, short, shorter, ['ss_1444230', 'shorter', 'ss_1444620', 'ss_1978003', 'ss_2006031']
young, younger, simple, simpler, ['simpler', 'ss_2170673', 'ss_2170821', 'ss_2168014', 'ss_2170052']
young, younger, slow, slower, ['ss_983722', 'slower', 'ss_983401', 'ss_1234167', 'ss_983304']
young, younger, small, smaller, ['smaller', 'larger', 'ss_1394558', 'ss_1394400', 'ss_1393141']
young, younger, smart, smarter, ['ss_439252', 'ss_438909', 'ss_439431', 'punch', 'ss_14331873']
