athens, greece, baghdad, iraq, ['iraq', 'al', 'abbasid', 'battery', 'province']
his, her, man, woman, ['isle', 'spider', 'woman', 'fat', 'pac']
his, her, nephew, niece, ['eochaid', 'bodhi', 'puri', 'buxhoeveden', 'foote']
his, her, prince, princess, ['crown', 'edward', 'wales', 'albert', 'au']
his, her, son, daughter, ['eldest', 'illegitimate', 'aeolus', 'begotten', 'youngest']
his, her, sons, daughters, ['wiley', 'putnam', 'scribner', 'ltd', 'isbn']
his, her, stepfather, stepmother, ['wainwright', 'buckinghamshire', 'bwv', 'iso', 'mathbf']
his, her, stepson, stepdaughter, ['darin', 'jouvenel', 'gish', 'nye', 'alcmene']
his, her, uncle, aunt, ['scrooge', 'vanya', 'leni', 'copula', 'ernie']
his, her, boy, girl, ['game', 'advance', 'color', 'nintendo', 'scouts']
his, her, brother, sister, ['big', 'bb', 'vip', 'younger', 'brigham']
his, her, brothers, sisters, ['warner', 'parker', 'marx', 'coen', 'grimm']
his, her, dad, mom, ['mom', 'sneezing', 'dragging', 'shigeru', 'selma']
his, her, father, mother, ['ted', 'dougal', 'founding', 'mychal', 'almighty']
his, her, grandfather, grandmother, ['gioachino', 'barnett', 'smokes', 'chandragupta', 'kish']
his, her, grandpa, grandma, ['tapp', 'gordie', 'mondegreens', 'pane', 'captioned']
his, her, grandson, granddaughter, ['ottokar', 'fabien', 'sewashi', 'custis', 'rockne']
his, her, groom, bride, ['lake', 'basin', 'disused', 'jumbled', 'emigrant']
his, her, he, she, ['was', 'that', 'had', 'is', 'which']
husband, wife, king, queen, ['the', 'of', 'one', 'and', 'in']
husband, wife, man, woman, ['the', 'a', 'of', 'and', 'in']
husband, wife, nephew, niece, ['his', 'great', 'grand', 'donald', 'young']
husband, wife, prince, princess, ['of', 'the', 'one', 'crown', 'in']
husband, wife, son, daughter, ['of', 'the', 'his', 'and', 'a']
husband, wife, sons, daughters, ['of', 'his', 'the', 'two', 'and']
husband, wife, stepfather, stepmother, ['abusive', 'asterion', 'assuming', 'cinderella', 'byers']
husband, wife, stepson, stepdaughter, ['tiberius', 'augustus', 'stepfather', 'bertrand', 'holt']
husband, wife, uncle, aunt, ['his', 'scrooge', 'great', 'donald', 'maternal']
husband, wife, boy, girl, ['game', 'the', 'a', 'advance', 'color']
husband, wife, brother, sister, ['his', 'of', 'the', 'and', 's']
husband, wife, brothers, sisters, ['the', 'his', 'warner', 'and', 'two']
husband, wife, dad, mom, ['my', 'calvin', 'mom', 'dennis', 'poor']
husband, wife, father, mother, ['his', 'the', 'of', 's', 'and']
husband, wife, grandfather, grandmother, ['his', 'great', 'maternal', 'paternal', 'father']
husband, wife, grandpa, grandma, ['jones', 'minnie', 'supper', 'hey', 'delivering']
husband, wife, grandson, granddaughter, ['great', 'his', 'son', 'charles', 'emperor']
husband, wife, groom, bride, ['lake', 'bride', 'area', 'road', 'drinking']
husband, wife, he, she, ['the', 'was', 'and', 'of', 'in']
husband, wife, his, her, ['of', 'the', 'in', 'and', 'to']
king, queen, man, woman, ['a', 'who', 'is', 'young', 'isle']
king, queen, nephew, niece, ['milton', 'duck', 'caligula', 'hitler', 'scrooge']
king, queen, prince, princess, ['crown', 'wales', 'imperial', 'island', 'albert']
king, queen, son, daughter, ['his', 'her', 'eldest', 'father', 'second']
king, queen, sons, daughters, ['daughters', 'wiley', 'putnam', 'isbn', 'jacob']
king, queen, stepfather, stepmother, ['stepson', 'abusive', 'assuming', 'byers', 'cinderella']
king, queen, stepson, stepdaughter, ['tiberius', 'frigg', 'holt', 'sonny', 'darin']
king, queen, uncle, aunt, ['scrooge', 'maternal', 'tom', 'paternal', 'duck']
king, queen, boy, girl, ['game', 'advance', 'color', 'little', 'games']
king, queen, brother, sister, ['his', 'big', 'younger', 'her', 'older']
king, queen, brothers, sisters, ['warner', 'marx', 'parker', 'coen', 'wright']
king, queen, dad, mom, ['my', 'calvin', 'mom', 'dennis', 'er']
king, queen, father, mother, ['his', 'her', 's', 'mother', 'died']
king, queen, grandfather, grandmother, ['maternal', 'paternal', 'clock', 'erasmus', 'hermann']
king, queen, grandpa, grandma, ['jones', 'minnie', 'supper', 'hey', 'owens']
king, queen, grandson, granddaughter, ['tiberius', 'darwin', 'freud', 'ford', 'shoghi']
king, queen, groom, bride, ['lake', 'bride', 'basin', 'drinking', 'flew']
king, queen, he, she, ['the', 'was', 'and', 'in', 'to']
king, queen, his, her, ['of', 'in', 'and', 'the', 'to']
king, queen, husband, wife, ['her', 'present', 'no', 'she', 'householder']
man, woman, nephew, niece, ['grand', 'donald', 'milton', 'caligula', 'ladislaus']
man, woman, prince, princess, ['crown', 'edward', 'albert', 'wales', 'son']
man, woman, son, daughter, ['his', 'of', 'her', 'eldest', 'father']
man, woman, sons, daughters, ['daughters', 'wiley', 'putnam', 'her', 'jacob']
man, woman, stepfather, stepmother, ['stepson', 'asterion', 'abusive', 'clinton', 'byers']
man, woman, stepson, stepdaughter, ['tiberius', 'frigg', 'stepfather', 'alcmene', 'lulach']
man, woman, uncle, aunt, ['scrooge', 'donald', 'maternal', 'tom', 'emperor']
man, woman, boy, girl, ['game', 'advance', 'color', 'little', 'games']
man, woman, brother, sister, ['his', 'big', 'younger', 'her', 'older']
man, woman, brothers, sisters, ['warner', 'marx', 'parker', 'coen', 'wright']
man, woman, dad, mom, ['calvin', 'mom', 'dennis', 'er', 'jon']
man, woman, father, mother, ['his', 's', 'her', 'was', 'son']
man, woman, grandfather, grandmother, ['maternal', 'paternal', 'clock', 'father', 'grandmother']
man, woman, grandpa, grandma, ['minnie', 'jones', 'supper', 'tapp', 'owens']
man, woman, grandson, granddaughter, ['great', 'emperor', 'charlemagne', 'tiberius', 'khan']
man, woman, groom, bride, ['lake', 'basin', 'bride', 'dry', 'tasmania']
man, woman, he, she, ['the', 'was', 'and', 'in', 'to']
man, woman, his, her, ['of', 'the', 'in', 'and', 'to']
man, woman, husband, wife, ['her', 'present', 'she', 'householder', 'wife']
man, woman, king, queen, ['of', 'the', 'one', 's', 'james']
nephew, niece, prince, princess, ['of', 'the', 'one', 'and', 'in']
nephew, niece, son, daughter, ['of', 'the', 'his', 'and', 'a']
nephew, niece, sons, daughters, ['the', 'of', 'and', 'two', 'his']
nephew, niece, stepfather, stepmother, ['assuming', 'abusive', 'asterion', 'lucius', 'gave']
nephew, niece, stepson, stepdaughter, ['tiberius', 'frigg', 'stepfather', 'bertrand', 'holt']
nephew, niece, uncle, aunt, ['his', 'the', 'and', 'scrooge', 'to']
nephew, niece, boy, girl, ['the', 'game', 'a', 'and', 'advance']
nephew, niece, brother, sister, ['his', 'the', 'of', 'and', 's']
nephew, niece, brothers, sisters, ['the', 'and', 'in', 'one', 'of']
nephew, niece, dad, mom, ['my', 'calvin', 'mom', 'poor', 'dennis']
nephew, niece, father, mother, ['his', 'the', 'of', 's', 'and']
nephew, niece, grandfather, grandmother, ['maternal', 'great', 'was', 'his', 'paternal']
nephew, niece, grandpa, grandma, ['jones', 'minnie', 'what', 'supper', 'hey']
nephew, niece, grandson, granddaughter, ['of', 'great', 'the', 'and', 'a']
nephew, niece, groom, bride, ['lake', 'at', 'bride', 'area', 'road']
nephew, niece, he, she, ['the', 'was', 'and', 'of', 'in']
nephew, niece, his, her, ['of', 'the', 'in', 'and', 'to']
nephew, niece, husband, wife, ['her', 'and', 'the', 's', 'to']
nephew, niece, king, queen, ['the', 'of', 'one', 'and', 'to']
nephew, niece, man, woman, ['the', 'a', 'of', 'and', 'in']
prince, princess, son, daughter, ['of', 'the', 'his', 'and', 's']
prince, princess, sons, daughters, ['his', 'two', 'had', 'were', 'daughters']
prince, princess, stepfather, stepmother, ['stepson', 'abusive', 'asterion', 'clinton', 'lucius']
prince, princess, stepson, stepdaughter, ['tiberius', 'frigg', 'stepfather', 'holt', 'alcmene']
prince, princess, uncle, aunt, ['his', 'scrooge', 'her', 'donald', 'great']
prince, princess, boy, girl, ['game', 'advance', 'a', 'color', 'little']
prince, princess, brother, sister, ['his', 's', 'big', 'younger', 'her']
prince, princess, brothers, sisters, ['warner', 'marx', 'his', 'parker', 'coen']
prince, princess, dad, mom, ['my', 'calvin', 'mom', 'dennis', 'poor']
prince, princess, father, mother, ['his', 'the', 's', 'and', 'was']
prince, princess, grandfather, grandmother, ['great', 'maternal', 'his', 'paternal', 'father']
prince, princess, grandpa, grandma, ['jones', 'supper', 'minnie', 'hey', 'delivering']
prince, princess, grandson, granddaughter, ['great', 'charlemagne', 'darwin', 'tiberius', 'ford']
prince, princess, groom, bride, ['lake', 'bride', 'area', 'drinking', 'basin']
prince, princess, he, she, ['the', 'was', 'and', 'in', 'of']
prince, princess, his, her, ['of', 'the', 'in', 'and', 'to']
prince, princess, husband, wife, ['her', 'present', 'no', 'she', 's']
prince, princess, king, queen, ['the', 'of', 'one', 'and', 's']
prince, princess, man, woman, ['the', 'a', 'and', 'of', 'in']
prince, princess, nephew, niece, ['great', 'donald', 'claudius', 'milton', 'duck']
son, daughter, sons, daughters, ['wiley', 'daughters', 'isbn', 'putnam', 'among']
son, daughter, stepfather, stepmother, ['abusive', 'asterion', 'assuming', 'cinderella', 'rifle']
son, daughter, stepson, stepdaughter, ['bertrand', 'darin', 'stepfather', 'holt', 'sonny']
son, daughter, uncle, aunt, ['scrooge', 'maternal', 'donald', 'tom', 'mcduck']
son, daughter, boy, girl, ['game', 'advance', 'color', 'little', 'games']
son, daughter, brother, sister, ['big', 'younger', 'half', 'older', 'sister']
son, daughter, brothers, sisters, ['warner', 'marx', 'parker', 'coen', 'band']
son, daughter, dad, mom, ['mom', 'calvin', 'dennis', 'wind', 'er']
son, daughter, father, mother, ['his', 's', 'her', 'was', 'as']
son, daughter, grandfather, grandmother, ['maternal', 'paternal', 'great', 'clock', 'grandmother']
son, daughter, grandpa, grandma, ['jones', 'minnie', 'supper', 'hey', 'delivering']
son, daughter, grandson, granddaughter, ['great', 'shoghi', 'lorenzo', 'freud', 'rockne']
son, daughter, groom, bride, ['lake', 'bride', 'drinking', 'basin', 'road']
son, daughter, he, she, ['the', 'was', 'and', 'in', 'to']
son, daughter, his, her, ['of', 'the', 'in', 'and', 'to']
son, daughter, husband, wife, ['her', 'present', 'no', 'householder', 'female']
son, daughter, king, queen, ['the', 'of', 'one', 'to', 'nine']
son, daughter, man, woman, ['a', 'the', 'and', 'one', 'to']
son, daughter, nephew, niece, ['milton', 'cuauht', 'eochaid', 'caligula', 'ladislaus']
son, daughter, prince, princess, ['crown', 'edward', 'wales', 'albert', 'island']
sons, daughters, stepfather, stepmother, ['stepson', 'clinton', 'assuming', 'abusive', 'asterion']
sons, daughters, stepson, stepdaughter, ['tiberius', 'augustus', 'frigg', 'stepfather', 'douglas']
sons, daughters, uncle, aunt, ['scrooge', 'great', 'an', 'donald', 'tom']
sons, daughters, boy, girl, ['game', 'a', 'the', 'advance', 'color']
sons, daughters, brother, sister, ['his', 's', 'a', 'in', 'big']
sons, daughters, brothers, sisters, ['the', 'warner', 'marx', 'in', 'parker']
sons, daughters, dad, mom, ['my', 'calvin', 'mom', 'dennis', 'poor']
sons, daughters, father, mother, ['his', 'the', 'of', 's', 'and']
sons, daughters, grandfather, grandmother, ['great', 'maternal', 'paternal', 'father', 'was']
sons, daughters, grandpa, grandma, ['jones', 'supper', 'minnie', 'what', 'hey']
sons, daughters, grandson, granddaughter, ['great', 'iii', 'darwin', 'ford', 'charlemagne']
sons, daughters, groom, bride, ['lake', 'at', 'bride', 'area', 'road']
sons, daughters, he, she, ['the', 'was', 'and', 'of', 'in']
sons, daughters, his, her, ['of', 'the', 'in', 'and', 'to']
sons, daughters, husband, wife, ['her', 'present', 'no', 'a', 'with']
sons, daughters, king, queen, ['the', 'of', 'one', 'and', 'to']
sons, daughters, man, woman, ['the', 'a', 'of', 'and', 'in']
sons, daughters, nephew, niece, ['great', 'grand', 'de', 'milton', 'donald']
sons, daughters, prince, princess, ['of', 'the', 'one', 'a', 'crown']
sons, daughters, son, daughter, ['of', 'the', 'his', 'a', 'and']
stepfather, stepmother, stepson, stepdaughter, ['and', 'his', 'of', 'tiberius', 'well']
stepfather, stepmother, uncle, aunt, ['his', 'the', 'of', 'and', 's']
stepfather, stepmother, boy, girl, ['the', 'game', 'a', 'and', 'of']
stepfather, stepmother, brother, sister, ['his', 'the', 'of', 'and', 's']
stepfather, stepmother, brothers, sisters, ['the', 'and', 'of', 'in', 'his']
stepfather, stepmother, dad, mom, ['and', 's', 'the', 'my', 'one']
stepfather, stepmother, father, mother, ['his', 'the', 'of', 's', 'and']
stepfather, stepmother, grandfather, grandmother, ['his', 'the', 'of', 'and', 'was']
stepfather, stepmother, grandpa, grandma, ['jones', 'as', 'and', 'minnie', 'eight']
stepfather, stepmother, grandson, granddaughter, ['of', 'the', 'his', 'great', 'and']
stepfather, stepmother, groom, bride, ['the', 'lake', 'and', 'at', 'to']
stepfather, stepmother, he, she, ['the', 'was', 'and', 'of', 'in']
stepfather, stepmother, his, her, ['of', 'the', 'in', 'and', 'to']
stepfather, stepmother, husband, wife, ['her', 'and', 'the', 'of', 's']
stepfather, stepmother, king, queen, ['the', 'of', 'one', 'and', 'to']
stepfather, stepmother, man, woman, ['the', 'a', 'of', 'and', 'in']
stepfather, stepmother, nephew, niece, ['of', 'his', 'the', 'and', 's']
stepfather, stepmother, prince, princess, ['of', 'the', 'one', 'and', 'in']
stepfather, stepmother, son, daughter, ['of', 'the', 'his', 'and', 'a']
stepfather, stepmother, sons, daughters, ['the', 'of', 'and', 'his', 'two']
stepson, stepdaughter, uncle, aunt, ['his', 'the', 'of', 'and', 's']
stepson, stepdaughter, boy, girl, ['the', 'game', 'a', 'and', 'of']
stepson, stepdaughter, brother, sister, ['his', 'the', 'of', 'and', 's']
stepson, stepdaughter, brothers, sisters, ['the', 'and', 'of', 'in', 'one']
stepson, stepdaughter, dad, mom, ['and', 's', 'the', 'my', 'one']
stepson, stepdaughter, father, mother, ['his', 'the', 'of', 's', 'and']
stepson, stepdaughter, grandfather, grandmother, ['his', 'the', 'of', 'and', 'was']
stepson, stepdaughter, grandpa, grandma, ['jones', 'minnie', 'what', 'supper', 'hey']
stepson, stepdaughter, grandson, granddaughter, ['of', 'the', 'his', 'great', 'and']
stepson, stepdaughter, groom, bride, ['the', 'lake', 'at', 'and', 'to']
stepson, stepdaughter, he, she, ['the', 'was', 'and', 'of', 'in']
stepson, stepdaughter, his, her, ['of', 'the', 'in', 'and', 'to']
stepson, stepdaughter, husband, wife, ['her', 'and', 'the', 'of', 's']
stepson, stepdaughter, king, queen, ['the', 'of', 'one', 'and', 'to']
stepson, stepdaughter, man, woman, ['the', 'a', 'of', 'and', 'in']
stepson, stepdaughter, nephew, niece, ['of', 'his', 'the', 's', 'and']
stepson, stepdaughter, prince, princess, ['of', 'the', 'one', 'and', 'in']
stepson, stepdaughter, son, daughter, ['of', 'the', 'his', 'and', 'a']
stepson, stepdaughter, sons, daughters, ['the', 'of', 'and', 'his', 'two']
stepson, stepdaughter, stepfather, stepmother, ['had', 'who', 'clinton', 'gave', 'richard']
uncle, aunt, boy, girl, ['game', 'the', 'a', 'advance', 'and']
uncle, aunt, brother, sister, ['his', 'of', 'the', 'and', 's']
uncle, aunt, brothers, sisters, ['the', 'and', 'of', 'in', 'one']
uncle, aunt, dad, mom, ['my', 'calvin', 'mom', 'dennis', 'poor']
uncle, aunt, father, mother, ['the', 'his', 'of', 's', 'and']
uncle, aunt, grandfather, grandmother, ['great', 'maternal', 'paternal', 'had', 'father']
uncle, aunt, grandpa, grandma, ['jones', 'supper', 'hey', 'what', 'delivering']
uncle, aunt, grandson, granddaughter, ['of', 'great', 'son', 'ii', 'charles']
uncle, aunt, groom, bride, ['lake', 'bride', 'at', 'area', 'road']
uncle, aunt, he, she, ['the', 'was', 'and', 'of', 'in']
uncle, aunt, his, her, ['of', 'the', 'in', 'and', 'to']
uncle, aunt, husband, wife, ['her', 'and', 'the', 's', 'of']
uncle, aunt, king, queen, ['the', 'of', 'one', 'and', 'to']
uncle, aunt, man, woman, ['the', 'a', 'of', 'and', 'in']
uncle, aunt, nephew, niece, ['grand', 'son', 'ii', 'milton', 'young']
uncle, aunt, prince, princess, ['of', 'the', 'one', 'and', 'in']
uncle, aunt, son, daughter, ['of', 'the', 'his', 'and', 'a']
uncle, aunt, sons, daughters, ['of', 'the', 'and', 'two', 'one']
uncle, aunt, stepfather, stepmother, ['clinton', 'gave', 'assuming', 'lucius', 'abusive']
uncle, aunt, stepson, stepdaughter, ['augustus', 'frigg', 'stepfather', 'douglas', 'bertrand']
amazing, amazingly, apparent, apparently, ['the', 'of', 'in', 'to', 'that']
amazing, amazingly, calm, calmly, ['to', 'down', 'very', 'and', 'seas']
amazing, amazingly, cheerful, cheerfully, ['about', 'outlook', 'preclear', 'naturally', 'bright']
amazing, amazingly, complete, completely, ['the', 'a', 'of', 'to', 'and']
amazing, amazingly, efficient, efficiently, ['more', 'and', 'the', 'of', 'to']
amazing, amazingly, fortunate, fortunately, ['less', 'so', 'not', 'enough', 'was']
amazing, amazingly, free, freely, ['the', 'of', 'and', 'a', 'to']
amazing, amazingly, furious, furiously, ['at', 'was', 'him', 'fast', 'hms']
amazing, amazingly, happy, happily, ['a', 'to', 'and', 'the', 'with']
amazing, amazingly, immediate, immediately, ['the', 'of', 'and', 'an', 'to']
amazing, amazingly, infrequent, infrequently, ['are', 'items', 'relatively', 'extremely', 'not']
amazing, amazingly, lucky, luckily, ['to', 'was', 'so', 'luciano', 'jim']
amazing, amazingly, most, mostly, ['the', 'of', 'in', 'and', 'is']
amazing, amazingly, obvious, obviously, ['the', 'is', 'to', 'that', 'and']
amazing, amazingly, occasional, occasionally, ['and', 'the', 'with', 'of', 'to']
